"","ID","SUBJECTS","ACTIVITIES","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()","angle(tBodyAccMean,gravity)","angle(tBodyAccJerkMean),gravityMean)","angle(tBodyGyroMean,gravityMean)","angle(tBodyGyroJerkMean,gravityMean)","angle(X,gravityMean)","angle(Y,gravityMean)","angle(Z,gravityMean)"
"1",1,2,"STANDING",0.277785349354839,-0.0182164623032258,-0.104193648741936,-0.984715008387097,-0.951471437741935,-0.947482124193548,0.906130830967742,-0.364174343225806,0.0950776911612903,-0.985805229032258,-0.972370179677419,-0.951845933548387,0.0740507547419355,0.011165297083871,-0.00461851128483871,-0.97609775516129,-0.966890562580645,-0.980185934193548,-0.0252085627067742,-0.0819198540645161,0.0885572476322581,-0.970463565483871,-0.964885651935484,-0.956456928387097,-0.107143546,-0.0427805820322581,-0.0557814614193548,-0.97699668516129,-0.979214812258065,-0.964915771935484,-0.964127341612903,-0.954170268064516,-0.964127341612903,-0.954170268064516,-0.976798472903226,-0.971072771290323,-0.957676975483871,-0.945724511290323,-0.980363082903226,-0.970700846774194,-0.980390138709677,-0.954008178709677,-0.960821955806452,-0.987076361290323,-0.95246208,-0.944031145483871,0.119234994545161,0.0805889514125807,0.083087702883871,-0.975895863225806,-0.966513841290323,-0.97676721483871,-0.978622616129032,-0.969848231935484,-0.982307433225806,0.357811185322581,-0.0499864402806452,-0.00518067680645161,-0.963369947096774,-0.96597090483871,-0.950436436129032,-0.972862839677419,-0.964628680645161,-0.962819250322581,-0.0721575330322581,-0.156259218612903,-0.0199740068070968,-0.959868520322581,-0.957629905483871,0.111046754470968,-0.972300390322581,-0.968524467096774,0.223419683606452,-0.953363688709677,-0.950120609032258,-0.0288585445806452,-0.971305804193548,-0.97183705483871,0.185602649193548,-0.0331919515193548,0.0462073113458064,0.00907427621612903,0.102220707387097,-0.643868046774194,0.333651936129032,-0.0438395686290323
"2",2,2,"SITTING",0.278200648333333,-0.0172568201583333,-0.112295493583333,-0.9928799225,-0.960109710416667,-0.9709516425,0.964257787083333,-0.13217167625,0.110979438875,-0.992824560416667,-0.972344267916666,-0.973388736666667,0.0752976026666667,0.0097989469125,0.00524458154333333,-0.989442097916667,-0.981639571666667,-0.98962200125,-0.043229787,-0.0643178543916667,0.061430153875,-0.986682664166667,-0.981250972916667,-0.961640081666667,-0.0928468045416667,-0.0403617260416667,-0.0482988522083333,-0.9914135475,-0.992735294166667,-0.985906014166666,-0.97709485,-0.971756126666667,-0.97709485,-0.971756126666667,-0.988414304583333,-0.98844665625,-0.96037256625,-0.964744647916667,-0.991969308333333,-0.992233004583333,-0.99153007625,-0.966916930833333,-0.97881943625,-0.993512906666667,-0.958593199166667,-0.968317959583333,0.106217287360833,0.0796337319583333,0.0821671395416667,-0.989478558333333,-0.980875435416667,-0.987144634583333,-0.99036430625,-0.984091426666667,-0.990840117083334,0.315145656245833,-0.00378265099083333,0.129468329025,-0.98393020375,-0.98479882875,-0.96246255125,-0.98759298875,-0.979356240833333,-0.964834665833333,0.126437336875,-0.298561762166667,-0.0507788458416667,-0.976695206666667,-0.972636359583333,0.109164312845833,-0.987653853333333,-0.988284847916667,0.337052518083333,-0.974348237916666,-0.9646959875,-0.152618926625,-0.9923368375,-0.9922836325,0.217095381158333,0.0211829537067083,-0.00794115220833332,0.0215989738333333,-0.0896684136166667,-0.840416050416667,0.1739186525,-0.0556469123583334
"3",3,2,"LAYING",0.284619602083333,-0.0189868350833333,-0.106227195208333,-0.96954917875,-0.9830720775,-0.985362037083333,-0.629125296666667,0.743494700833333,0.65975473125,-0.9532541525,-0.98956311625,-0.984964234583333,0.0816806817916667,0.0131155143,-0.005552596965,-0.98768855375,-0.986725717083333,-0.990162804583333,-0.0158850250916667,-0.120073685416667,0.128037849,-0.9862545025,-0.98276915375,-0.962745939166667,-0.103644728083333,-0.0345936481333333,-0.0686415244166667,-0.993499658333333,-0.991097830416666,-0.986687465416666,-0.974251708333333,-0.972064024583334,-0.974251708333333,-0.972064024583334,-0.989415747916667,-0.989169541666667,-0.9526916075,-0.96266577375,-0.992201236666667,-0.990988945,-0.975942804166667,-0.983590131666666,-0.985744433333333,-0.967341212083333,-0.983046614583333,-0.985546123333334,-0.251074817666667,0.220172991541667,0.344268315375,-0.987614457083333,-0.986432678333333,-0.9882832,-0.988936104166667,-0.988111709583333,-0.99068222,0.166233527375,0.148521963333333,0.144727122625,-0.98421999,-0.9844616225,-0.963499994583333,-0.986903717916667,-0.981974905,-0.965937995,0.118184857058333,0.0407438470666667,0.0312002129875,-0.97655924375,-0.973131355833333,0.0974305945416667,-0.9890871875,-0.9881861125,0.4485794675,-0.97255435,-0.962806119583334,0.00752449266666668,-0.991886841666667,-0.99028768625,0.279495076916667,0.0273615357083333,0.0203524285208333,0.0349204774166667,-0.0142939813775,0.703267275416667,-0.50708912375,-0.488761740416667
"4",4,2,"WALKING",0.275827605333333,-0.0189670365653333,-0.105507691666667,-0.438085610666667,-0.119933658533333,-0.409689042333333,0.92100784,-0.349034493333333,0.0242505646666667,-0.973007997333333,-0.973488418333334,-0.975099469,0.0643847228333333,0.0136316495333333,-0.00477918001666666,-0.308618665333333,-0.09456791333,-0.612082440333333,-0.0508659823836667,-0.0488416018333333,0.0883966499,-0.589036579333334,-0.550100205333333,-0.507413949,-0.0758833447666666,-0.05810070378,-0.0550190269866667,-0.494885573666667,-0.727889076333333,-0.541810318333333,-0.304934654666667,-0.446882273666667,-0.304934654666667,-0.446882273666667,-0.318539729666667,-0.2293118087,-0.470446990333333,-0.582541068,-0.631494676333333,-0.678213186,-0.356619953666667,-0.0727124332,-0.454093370666667,-0.473925498666667,-0.202526813833333,-0.431791461666667,-0.168697533806667,0.139787737466667,0.00431372859333334,-0.330014932,-0.139844944666667,-0.577422609,-0.348573015666666,-0.1063631143,-0.645113812333333,-0.08893604191,-0.279446086333333,-0.296346645366667,-0.492841769666667,-0.594600802666667,-0.444188685,-0.619939487,-0.528160455,-0.575233604,-0.06162535349,-0.21210831,0.0322000090966667,-0.361713992666667,-0.588035760666667,0.333824117333333,-0.229427523366667,-0.234617011216667,0.14070681025,-0.581483462,-0.657460310333333,0.167833905333333,-0.681451110666667,-0.69736302,0.115069516651,-0.0294880728,0.0260093741,0.0119481123333333,-0.169625209333333,-0.674249817333333,0.322810238666667,0.00500976653
"5",5,2,"WALKING_DOWNSTAIRS",0.281497593708333,-0.0203996719916667,-0.117644360166667,-0.0266471084208333,0.1651879496125,0.0186800352083333,0.85399622,-0.3163139175,-0.203510716658333,-0.947051130416667,-0.946752049166667,-0.934484415833333,0.11802800507375,0.0096585478625,-0.0319680404125,0.0545539011333333,0.00822897089583333,-0.302878659166667,-0.09868381925,-0.0302003215416667,0.142820213279167,-0.362829318458333,-0.469796731666667,-0.315547214583333,-0.06644488725,-0.0369883086666667,-0.0900975373708334,-0.402895787083333,-0.60300879,-0.340551759166667,0.0418897173916667,0.171049317908333,0.0418897173916667,0.171049317908333,-0.0529374830833333,0.132838640375,-0.203581273697083,-0.388063109166667,-0.519834626666667,-0.523273146666667,0.0273660282208333,0.175656495916667,-0.05092719725,-0.0500416954166667,0.0838202667083333,-0.0267438158958333,-0.275111473916667,-0.0191819277083333,0.0256812116291667,0.0512556850458333,-0.0177887868416667,-0.216743254708333,-0.0409825716375,-0.0349543830416667,-0.389757820416667,-0.129449732791667,-0.360964698375,-0.229617955833333,-0.2459582665,-0.454125340833333,-0.17932769975,-0.403188366833333,-0.48534413,-0.430493812083333,-0.105783644375,-0.0837532049583333,0.0371265706166667,0.227068745408333,-0.0449095925,0.0363410722583333,0.118211388541667,0.1409246034125,0.000738868525000003,-0.461562711666667,-0.4472509575,0.015959177425,-0.538062080833333,-0.5378436975,0.00925379095833333,-0.0492344654041667,0.0313454668333333,0.346508350833333,-0.0379189586541667,-0.595264365416667,0.303469076666667,0.167852899133333
"6",6,2,"WALKING_UPSTAIRS",0.23108613716,-0.014098264332,-0.175645822,-0.366954658,0.082874995468,0.019951810456,0.7447829148,-0.3597671916,-0.41017310444,-0.927827132,-0.9192380488,-0.8569054044,0.076023499958,-0.025962113304,0.01848839656,-0.29671961292,-0.24900556996,-0.5076954712,-0.05800445364,-0.02365878522,0.0887185828,-0.402200222,-0.4696500384,0.037655266776,-0.085832362876,-0.047649418084,-0.042268777352,-0.4449468796,-0.600451892,-0.475625454,-0.11230790792,-0.2340248476,-0.11230790792,-0.2340248476,-0.333528844,-0.2277654754,-0.15476659768,-0.3355480356,-0.5463565796,-0.5638803084,-0.3229255032,-0.060791163,-0.169960026308,-0.3860136116,0.083529288724,0.038058281652,-0.23347063592,-0.10288210344,-0.20605702076856,-0.28890474408,-0.26235181092,-0.4562562624,-0.3723013692,-0.28753363216,-0.558890038,-0.02834343188,-0.3015785944,-0.3964555796,-0.29329661372,-0.4583630424,-0.15291071584,-0.4392239092,-0.4818234028,-0.00323896884,-0.131305447408,-0.061828251056,-0.28690335216,-0.17497039888,-0.3898120708,0.10853800548,-0.2053871774,-0.262862999488,-0.057842654888,-0.4187763028,-0.395852412,-0.055191861612,-0.5614477084,-0.5982829972,0.062463561944,0.106285099352,0.04567246796,0.0269637744,-0.13991876128,-0.4241031232,0.3336039168,0.3206094876
"7",7,2,"STANDING",0.278081463913043,-0.0186962751086956,-0.108219905913043,-0.99071812,-0.965167602173913,-0.952787570434783,0.884525515217391,-0.377999173478261,0.176475577391304,-0.987872700434782,-0.976653179565217,-0.93794949173913,0.0757132621739131,0.00920223366478261,-0.0134300838,-0.987808618695652,-0.976678360869565,-0.986420615217391,-0.022047977606087,-0.0822011323043478,0.0868619338695652,-0.976415455652174,-0.980278808695652,-0.976178135652174,-0.10343072173913,-0.041515976,-0.0531342558652174,-0.982460817391304,-0.98915186,-0.985328585217391,-0.968230965217391,-0.962868252173913,-0.968230965217391,-0.962868252173913,-0.985463370434782,-0.984226487826087,-0.971269400869565,-0.965020986521739,-0.988789011304348,-0.985970123913043,-0.988740419565218,-0.967774700869565,-0.964694084347826,-0.99172531173913,-0.965250130434783,-0.949671652173913,0.0940761324782609,0.0377384376652174,0.133272008221739,-0.987816664782608,-0.976697529130435,-0.98382932826087,-0.988918555652174,-0.978469470869565,-0.987689758695652,0.295918019782609,-0.0663047446565217,0.100073529204348,-0.971979812608695,-0.981478878695652,-0.974363742173913,-0.977852639130435,-0.979672070434783,-0.979101530869565,-0.154938387391304,-0.191244530791304,0.0274539993043478,-0.969690993913043,-0.964413892608696,0.131245594008696,-0.983487559130435,-0.984104624347826,0.414655240434783,-0.973114109130435,-0.965776187391304,-0.116357468056522,-0.986670032608696,-0.985729713043478,0.127048276826087,0.0126142204434783,0.0344092812608696,-0.0476909754782609,0.125943005391304,-0.604687593913043,0.343714661304348,-0.100319840173913
"8",8,2,"SITTING",0.275872846363636,-0.0139765467136364,-0.105861303954545,-0.980213941818182,-0.940444268636363,-0.947693476363636,0.914534894090909,-0.0766754953156364,0.294451128636364,-0.965986070454546,-0.939738642272727,-0.933718203636364,0.0689388053181818,0.0137643648268182,0.0101809832136364,-0.986543588181818,-0.973996010454545,-0.985223168636364,-0.047915253,-0.0551404891363636,0.0191887560454545,-0.984715879090909,-0.976376131363637,-0.957800392727273,-0.0944903359090909,-0.0428676322272727,-0.0384428178590909,-0.987849541818182,-0.988876146363637,-0.985145574545454,-0.957855922727273,-0.932709063181818,-0.957855922727273,-0.932709063181818,-0.984986067727273,-0.980144099090909,-0.930394200909091,-0.957570689090909,-0.990112969090909,-0.986717008636364,-0.979557038181818,-0.946899754090909,-0.960717885,-0.980652108181818,-0.940779814090909,-0.944366396363636,0.0622570389090909,0.227168746204545,0.111225624777273,-0.986070868636364,-0.973064358181818,-0.982930230909091,-0.988471617727273,-0.977218194090909,-0.98609519,0.295075358272727,0.0590021545727273,0.0530136819590909,-0.981193592272727,-0.979157754545455,-0.956926390909091,-0.985952697272727,-0.975174313636364,-0.962091380454546,0.134980339818182,-0.0760492569090909,0.141012050186818,-0.944450339090909,-0.936963866818182,0.154683173772727,-0.979751985,-0.979585281818182,0.217891412181818,-0.969104986818182,-0.957774571818182,-0.0558934355909091,-0.987162074545455,-0.986741210454545,0.170314987272727,0.0595416792,0.00156889890000001,0.0202904739545454,-0.0615159598636364,-0.702457960909091,0.136153961,-0.186490747272727
"9",9,2,"LAYING",0.278127205833333,-0.0173306444333333,-0.108264025625,-0.978569750833333,-0.97748272,-0.983104556666667,-0.390383179583333,0.761578577916667,0.633915027916667,-0.964774730416667,-0.986860614166667,-0.983496601666667,0.0835138205416667,0.01139406260375,0.0019472990525,-0.98405578375,-0.979619365416667,-0.986721224166667,-0.0210681884083333,-0.10352796375,0.161727843208333,-0.990295963333333,-0.981814064166667,-0.957867181666667,-0.100303540333333,-0.0371243870833333,-0.07171507975,-0.99297204,-0.988037245416667,-0.989384177083333,-0.980619262083333,-0.97368380125,-0.980619262083333,-0.97368380125,-0.986067644166667,-0.981866610833333,-0.947331531666667,-0.959662334166666,-0.991332911666667,-0.988447245416667,-0.977507315416667,-0.976011624166667,-0.983017530416666,-0.979151752083333,-0.979003596666667,-0.984038246666667,-0.0418907675166666,0.294405939458333,0.460796791416667,-0.984012804583333,-0.9791038225,-0.984111069166667,-0.9855644075,-0.98186307625,-0.988008517083333,0.15338312975275,0.0938908846916667,0.236389313666667,-0.988642295,-0.982181648333333,-0.961843780416667,-0.99081765375,-0.981846327916667,-0.960410449583333,0.0870377817041667,0.0438174897208333,0.0793969843083333,-0.973661149166666,-0.97711142,0.435165830458333,-0.981661042083333,-0.980950865833333,0.2349376815,-0.971671595416666,-0.959390637916667,0.0296044517958333,-0.988610562916667,-0.988697634583333,0.250107933875,-0.0157779164583333,-0.0330635814583333,0.0956515442083333,-0.0444480363333333,0.531579555833333,-0.532375979166667,-0.4690947275
"10",10,2,"WALKING",0.277046222068966,-0.0182099716551724,-0.10549277137931,-0.408702039655172,-0.0348060065310345,-0.441362851724138,0.904751292068965,-0.344095983103448,0.147289006896552,-0.972367550344828,-0.970698046551724,-0.96894186,0.059142566312069,0.0230261145448276,0.021006906462069,-0.245370252917241,0.0640519123827586,-0.559202121034483,-0.055260126097931,-0.0476140556896552,0.0770788496206897,-0.533116127931034,-0.526405525517241,-0.453849244827586,-0.0880902375517241,-0.0494119184862069,-0.0478472488172414,-0.280581822413793,-0.537159084137931,-0.325508910689655,-0.275379599655172,-0.39736682,-0.275379599655172,-0.39736682,-0.243028730655172,-0.0967432366034483,-0.42182713,-0.522480793793103,-0.46144706137931,-0.433230874137931,-0.335111823793103,0.0306547995310345,-0.453509472413793,-0.440816092413793,-0.134764036931035,-0.479460785862069,-0.122103719941379,0.259412737931035,0.135712409327586,-0.278339865172414,-0.0155769860689655,-0.531716124137931,-0.278871733482759,0.0788361813965517,-0.585675129310345,-0.0559247617631034,-0.247154637344828,-0.211915190537931,-0.364408466896552,-0.51357001862069,-0.347492206551724,-0.587618742068966,-0.53810195,-0.543949425862069,0.0785607488931034,0.132548079241379,0.251012914758621,-0.285574360965517,-0.565797747241379,0.454635957586207,-0.10661969362069,-0.0911350296896552,0.276598288551724,-0.478175179655173,-0.645929938965517,0.447473397586207,-0.481661206551724,-0.414044073448276,0.138008508703448,-0.0307365638275862,0.0817363104137931,0.0316247448137931,0.000819944758620687,-0.649246355172414,0.320028639310345,-0.0802331279655172
